date,code,open,high,low,close,volume,turn,pctChg
2012-07-31,sz.300142,38.7000,42.4700,37.4100,40.0300,22475877,36.082276,4.571578
2012-08-31,sz.300142,39.8000,48.0000,39.7800,42.0800,24715067,39.677022,5.121159
2012-09-28,sz.300142,42.0000,45.8300,37.2800,38.4600,16987361,27.271134,-8.602662
2012-10-31,sz.300142,38.5000,44.0000,35.7200,36.1800,13507993,21.685433,-5.928237
2012-11-30,sz.300142,36.3000,37.8000,33.5800,34.0000,13194805,21.182648,-6.025428
2012-12-31,sz.300142,33.7800,38.4700,31.0000,37.3500,23010160,36.960692,9.852941
2013-01-31,sz.300142,37.5800,43.6700,36.7500,40.7200,37859588,61.442205,9.022758
2013-02-28,sz.300142,40.7200,45.4600,39.5100,43.6800,21781789,35.349596,7.269155
2013-03-29,sz.300142,44.0000,46.3000,40.1300,42.0100,23871964,38.741734,-3.823260
2013-04-26,sz.300142,42.4900,42.9900,38.5000,39.3200,16152304,26.213523,-6.403237
2013-05-31,sz.300142,39.0900,42.3800,37.8300,41.3000,22265597,36.134766,5.035605
2013-06-28,sz.300142,41.3000,41.4800,33.6900,37.2900,18777657,30.474200,-9.096556
2013-07-31,sz.300142,37.0000,42.6500,36.7000,38.2700,33964329,52.786402,2.628050
2013-08-30,sz.300142,38.3000,45.5300,38.2700,40.6100,24426295,37.962658,6.114450
2013-09-30,sz.300142,40.5100,42.4800,37.9000,38.9300,13687549,21.272802,-4.136912
2013-10-31,sz.300142,38.1100,41.5400,34.0300,34.5500,31175617,48.452264,-11.250963
2013-11-29,sz.300142,34.4200,38.0000,33.7000,37.6500,16341677,16.468034,8.972504
2013-12-31,sz.300142,36.5000,39.2000,34.2000,38.9900,28674329,23.606534,3.559097
2014-01-30,sz.300142,39.2800,47.3000,35.9900,45.1900,35928093,29.578294,15.901513
2014-02-28,sz.300142,45.0000,57.1300,44.0000,53.2600,30734353,25.302477,17.857933
2014-03-31,sz.300142,53.0000,56.0000,44.1400,45.7000,23521333,19.364259,-14.194517
2014-04-30,sz.300142,45.5500,48.4000,41.8000,42.9600,11385582,9.373336,-5.995624
2014-05-30,sz.300142,42.8100,44.8000,33.1000,34.7000,11738357,9.403391,5.120597
2014-06-30,sz.300142,34.4400,36.5500,33.0000,34.7300,14369283,9.099776,0.086455
2014-07-31,sz.300142,34.5500,37.5000,30.3200,32.2000,27731979,17.562101,-7.284768
2014-08-29,sz.300142,32.2000,40.1600,32.2000,39.6800,36173850,22.157925,23.229814
2014-09-30,sz.300142,39.6800,43.1000,39.3200,42.8000,11577796,6.972116,7.862903
2014-10-31,sz.300142,42.8000,48.8200,41.5000,42.0000,31067684,18.708872,-1.869159
2014-11-28,sz.300142,41.6100,43.9000,38.5000,43.1000,42481711,25.582367,2.619048
2014-12-31,sz.300142,42.9900,47.8800,37.5100,40.3700,50817844,30.602369,-6.334107
2015-01-30,sz.300142,39.9400,43.8700,37.5000,42.0800,40372234,24.312265,4.235819
2015-02-27,sz.300142,41.9500,43.8700,38.9000,42.2500,21507338,12.951775,0.403992
2015-03-31,sz.300142,42.2400,53.9600,42.1800,50.6100,66965272,40.326663,19.786982
