date,code,open,high,low,close,volume,turn,pctChg
2012-07-31,sh.600585,14.8200,15.1800,13.9300,14.4500,357285487,8.932801,-2.496626
2012-08-31,sh.600585,14.4600,15.3000,12.9400,13.0000,298027187,7.451234,-10.034602
2012-09-28,sh.600585,13.1000,16.0600,13.0100,15.9800,549029526,13.726759,22.923077
2012-10-31,sh.600585,16.1000,17.0100,15.5500,16.4800,290581945,7.265089,3.128911
2012-11-30,sh.600585,16.5400,17.3000,15.3400,16.4800,271549527,6.789243,0.000000
2012-12-31,sh.600585,16.4200,19.2000,16.2600,18.4500,567867896,14.197753,11.953883
2013-01-31,sh.600585,18.6300,20.9900,17.6400,20.0300,767718436,19.194388,8.563686
2013-02-28,sh.600585,19.9800,22.1000,18.0000,19.3900,460509721,11.513599,-3.195207
2013-03-29,sh.600585,19.5800,19.9000,16.1800,17.0500,630604326,15.766280,-12.068076
2013-04-26,sh.600585,16.9500,19.9700,16.9000,17.6100,560038891,14.002013,3.284457
2013-05-31,sh.600585,17.7000,18.5900,16.6000,16.9000,578016782,14.451494,-4.031800
2013-06-28,sh.600585,16.9700,17.1700,11.8800,13.3800,521581698,13.040512,-19.460545
2013-07-31,sh.600585,13.2500,15.4200,12.6600,14.4600,663742734,16.594802,8.071749
2013-08-30,sh.600585,14.5800,17.2500,14.5000,15.1400,521929846,13.049216,4.702628
2013-09-30,sh.600585,15.2500,17.1500,14.6000,14.9400,393473178,9.837561,-1.321004
2013-10-31,sh.600585,15.0400,16.5500,14.4500,15.4300,387775664,9.695112,3.279786
2013-11-29,sh.600585,15.6000,18.3800,14.9000,17.8600,487001468,12.175942,15.748542
2013-12-31,sh.600585,17.6900,19.3600,16.5000,16.9600,508308900,12.708667,-5.039194
2014-01-30,sh.600585,16.9100,16.9500,14.8300,15.8700,431612834,10.791123,-6.426887
2014-02-28,sh.600585,15.9000,17.1300,14.3900,15.0700,366428762,9.161400,-5.040958
2014-03-31,sh.600585,14.9700,16.6900,14.1800,16.3400,416448686,10.411991,8.427339
2014-04-30,sh.600585,16.3400,19.3700,16.1800,17.0000,930663416,23.268316,4.039168
2014-05-30,sh.600585,17.0000,17.2000,15.8300,16.3100,295874168,7.397404,-4.058824
2014-06-30,sh.600585,16.3700,16.7600,15.5400,15.7200,236819919,5.920938,-1.531209
2014-07-31,sh.600585,15.7100,18.5900,15.6000,17.9700,535153276,13.379827,14.312977
2014-08-29,sh.600585,17.9300,18.8600,17.0200,17.2700,474506325,11.863540,-3.895381
2014-09-30,sh.600585,17.3000,18.2500,17.0300,17.1800,479848454,11.997103,-0.521135
2014-10-31,sh.600585,17.3500,17.5200,16.1100,17.2300,542657460,13.567445,0.291036
2014-11-28,sh.600585,17.2900,18.6400,16.8000,18.2000,973845540,24.347949,5.629716
2014-12-31,sh.600585,18.3300,22.8000,17.9300,22.0800,1662260829,41.559611,21.318681
2015-01-30,sh.600585,22.5000,23.1000,19.6400,19.7800,1210508118,30.264953,-10.416667
2015-02-27,sh.600585,19.5600,20.5400,19.0100,20.3300,412548809,10.314487,2.780586
2015-03-31,sh.600585,20.5000,23.9500,19.3000,22.8400,1327141853,33.181014,12.346286
2015-04-30,sh.600585,22.8900,26.2600,22.7100,23.7700,1962733688,49.071991,4.071804
2015-05-29,sh.600585,24.0400,27.0000,22.6700,25.5700,1762681028,44.070303,7.572570
2015-06-30,sh.600585,27.5900,28.7500,18.5600,21.4500,3205179630,80.135449,-13.862249
2015-07-31,sh.600585,21.1400,23.2700,16.9400,18.6600,2138545093,53.467603,-13.006993
2015-08-31,sh.600585,18.6700,22.0400,15.3000,18.2800,1165662466,29.143729,-2.036442
2015-09-30,sh.600585,17.8000,19.9000,16.5100,16.8500,480498722,12.013361,-7.822757
2015-10-30,sh.600585,18.1900,18.7400,17.5200,17.7600,373228006,9.331394,5.400593
2015-11-30,sh.600585,17.6100,18.8800,15.9300,16.4200,588544666,14.714711,-7.545045
2015-12-31,sh.600585,16.4000,18.5000,16.3100,17.1000,722903262,18.073925,4.141291
2016-01-29,sh.600585,17.0900,17.1000,12.8000,13.1600,532960793,13.325011,-23.040936
2016-02-29,sh.600585,13.1800,14.8500,12.7800,14.0900,376209414,9.405935,7.066869
2016-03-31,sh.600585,14.0000,17.1900,13.8500,16.8900,861735727,21.544995,19.872250
2016-04-29,sh.600585,16.9400,18.0400,15.6700,16.1700,373372422,9.335005,-4.262877
2016-05-31,sh.600585,16.2000,16.2600,14.2500,15.2300,301795713,7.545454,-5.813234
2016-06-30,sh.600585,15.2300,15.2800,13.8200,14.5400,245989283,6.150189,-1.647676
2016-07-29,sh.600585,14.4800,16.5500,14.4100,15.8400,353312986,8.833481,8.940853
2016-08-31,sh.600585,15.8700,17.4700,15.6700,17.0300,328285962,8.207759,7.512626
2016-09-30,sh.600585,17.0400,18.0000,16.6000,16.8500,216170288,5.404659,-1.056958
2016-10-31,sh.600585,16.9600,17.3400,16.2200,17.0400,178190031,4.455082,1.127596
2016-11-30,sh.600585,17.0400,18.9400,16.8600,18.1400,389030430,9.726484,6.455399
2016-12-30,sh.600585,18.1400,19.0700,16.7500,16.9600,284902556,7.123094,-6.504961
2017-01-26,sh.600585,16.9500,20.3500,16.8700,19.9300,240196051,6.005348,17.511792
2017-02-28,sh.600585,19.8400,21.6000,19.4500,20.4800,387187147,9.680398,2.759659
2017-03-31,sh.600585,20.5000,22.3000,19.9600,20.7400,445238613,11.131793,1.269531
