date,code,open,high,low,close,volume,turn,pctChg
2016-09-30,sz.002812,28.0900,70.0000,28.0900,64.0200,35213421,105.177482,173.472875
2016-10-31,sz.002812,65.0000,81.8100,64.0000,78.9800,121467195,362.805242,23.367698
2016-11-30,sz.002812,78.5000,92.3000,77.0000,81.6000,132516555,395.808109,3.317296
2016-12-30,sz.002812,81.7100,83.1800,62.1200,62.4000,53570386,160.007127,-23.529412
2017-01-26,sz.002812,62.4600,65.3600,49.0300,55.3000,32803620,97.979749,-11.378205
2017-02-28,sz.002812,55.4900,55.8400,54.8200,55.5000,895433,2.674531,0.361664
2017-03-31,sz.002812,55.5000,55.5000,55.5000,55.5000,0,0.000000,0.000000
2017-04-28,sz.002812,55.5000,55.5000,55.5000,55.5000,0,0.000000,0.000000
2017-05-31,sz.002812,55.5000,61.9700,55.5000,59.0000,13161226,39.310711,6.306306
2017-06-30,sz.002812,57.0000,90.0000,56.5000,81.0000,61929190,184.973686,38.567808
2017-07-31,sz.002812,82.5000,96.6900,81.0000,90.5700,41506166,123.973017,11.814815
2017-08-31,sz.002812,90.7800,110.8000,80.2000,110.0000,25353551,75.727452,21.453020
2017-09-29,sz.002812,110.0000,138.8300,110.0000,125.0000,31844333,74.162264,13.636364
2017-10-31,sz.002812,127.9900,133.8000,102.4800,133.4800,25096321,39.915483,6.784000
2017-11-30,sz.002812,133.2000,143.0500,97.3100,102.9700,28114318,44.715581,-22.857357
2017-12-29,sz.002812,102.0500,107.9400,84.0200,102.9000,21590489,34.339487,-0.067981
2018-01-31,sz.002812,101.2200,103.9800,84.6600,90.4800,19401376,30.857722,-12.069971
2018-02-28,sz.002812,90.0200,106.5100,78.5800,103.3000,11499954,18.290400,14.168877
2018-03-30,sz.002812,102.2000,129.0000,102.2000,123.8300,24013843,38.193811,19.874153
2018-04-27,sz.002812,124.5000,128.4800,51.0000,53.9300,20066037,20.671395,-12.111999
2018-05-31,sz.002812,53.5000,60.7000,48.9600,50.7500,30841444,24.526526,-5.896533
2018-06-29,sz.002812,50.5800,52.0000,42.0000,49.1300,29844980,23.734092,-3.192118
2018-07-31,sz.002812,50.0900,50.6900,38.5300,44.4200,37774933,29.876870,-9.586811
2018-08-31,sz.002812,45.1000,45.1600,36.7300,40.0000,30176840,23.744558,-9.950473
2018-09-28,sz.002812,40.0000,45.3900,38.2000,43.0500,17485127,13.758352,7.625000
2018-10-31,sz.002812,42.9700,42.9700,33.3000,38.7500,21338309,16.793464,-9.988386
2018-11-30,sz.002812,38.6800,54.8800,38.2000,50.3900,45878227,36.106627,30.038710
2018-12-28,sz.002812,51.9500,55.7700,47.4100,49.4100,40532431,31.899432,-1.944830
2019-01-31,sz.002812,49.0100,51.5000,44.0000,46.3800,37875568,29.808454,-6.132362
2019-02-28,sz.002812,46.5000,58.0000,46.4600,56.0000,47500064,37.383029,20.741699
2019-03-29,sz.002812,58.3000,70.0000,56.5100,60.8000,56493095,44.460635,8.571429
2019-04-30,sz.002812,61.2800,62.8000,53.1000,53.8400,52191811,41.054803,-11.447368
2019-05-31,sz.002812,51.9900,56.9300,49.3000,54.0200,37485585,29.486681,0.334324
2019-06-28,sz.002812,54.2000,55.7100,45.6300,46.7500,41103411,32.332513,-13.457979
