date,code,open,high,low,close,volume,turn,pctChg
2012-07-31,sh.600436,91.1900,119.0000,89.2000,98.3800,44084444,31.488889,11.935374
2012-08-31,sh.600436,97.8000,107.7500,91.7000,93.6800,24358297,17.398784,-4.777394
2012-09-28,sh.600436,93.2600,102.5000,92.9000,102.4500,11361083,8.115059,9.361657
2012-10-31,sh.600436,101.8000,110.5800,97.7000,98.6900,14112488,10.080349,-3.670083
2012-11-30,sh.600436,98.7000,105.9800,90.4800,93.7200,16172379,11.551699,-5.035971
2012-12-31,sh.600436,93.6900,110.0000,91.0000,108.9200,19125646,13.661176,16.218523
2013-01-31,sh.600436,109.9900,114.9800,99.5900,106.5600,23390967,16.707834,-2.166728
2013-02-28,sh.600436,106.6000,125.6900,103.1300,121.2800,14699887,10.499919,13.813814
2013-03-29,sh.600436,121.2700,128.8800,115.8800,126.3700,15438323,11.027374,4.196900
2013-04-26,sh.600436,125.9400,126.5900,110.3600,121.9200,12587542,8.991101,-3.521405
2013-05-31,sh.600436,117.0000,125.6000,113.1100,119.7800,17858538,12.756099,-1.755249
2013-06-28,sh.600436,119.3400,144.7400,116.0100,136.8200,14130405,10.093146,14.994117
2013-07-31,sh.600436,118.7300,135.8800,117.2200,125.0500,25503794,15.852229,0.993377
2013-08-30,sh.600436,125.0000,132.9600,119.0000,119.1300,16669748,10.361308,-4.734106
2013-09-30,sh.600436,118.0000,125.7100,116.1100,122.8500,13948076,8.669616,3.122639
2013-10-31,sh.600436,122.1100,122.8000,102.2100,105.0300,15846301,9.849483,-14.505495
2013-11-29,sh.600436,104.9400,107.4000,95.3100,105.1800,19916516,12.379381,0.142816
2013-12-31,sh.600436,103.8500,105.2400,92.7500,94.3100,14702555,9.138573,-10.334664
2014-01-30,sh.600436,94.1100,100.8700,83.2100,86.7100,18985619,11.800769,-8.058530
2014-02-28,sh.600436,86.0300,97.8900,84.7800,86.4400,21796769,13.548078,-0.311383
2014-03-31,sh.600436,86.4400,90.5500,74.3600,74.9900,30283532,18.823140,-13.246182
