date,code,open,high,low,close,volume,turn,pctChg
2012-07-31,sz.000876,14.9600,17.2800,14.5000,15.5900,176418032,21.207958,5.142408
2012-08-31,sz.000876,15.4900,16.5600,13.3000,13.5800,135509011,16.290112,-12.892880
2012-09-28,sz.000876,13.5000,14.3500,12.1200,12.6100,109561182,13.170813,-7.142857
2012-10-31,sz.000876,12.6600,13.1800,11.7100,11.9200,84600758,10.170215,-5.471848
2012-11-30,sz.000876,11.9300,12.2400,10.1500,10.5100,124258774,12.193053,-11.828859
2012-12-31,sz.000876,10.5000,12.7500,9.6900,12.4900,373894465,34.809071,18.839201
2013-01-31,sz.000876,12.6500,15.0900,12.3700,14.1000,348095642,32.407235,12.890312
2013-02-28,sz.000876,14.1200,15.5700,13.5000,14.1400,278913860,25.966505,0.283688
2013-03-29,sz.000876,14.1200,14.1200,11.8000,11.9200,160580983,14.949873,-15.700141
2013-04-26,sz.000876,11.9000,12.0800,10.3800,10.9000,157981533,14.707868,-8.557047
2013-05-31,sz.000876,10.8000,13.1800,10.5000,12.4600,292925574,27.270976,14.311927
2013-06-28,sz.000876,12.4800,12.6000,9.2200,9.8500,139481899,12.985577,-20.947030
2013-07-31,sz.000876,9.8500,10.6000,8.8100,9.2900,195910095,18.238966,-4.530405
2013-08-30,sz.000876,9.3300,11.4500,9.1900,10.6400,244287790,22.742864,14.531755
2013-09-30,sz.000876,10.6100,12.3400,10.5000,11.5800,237202925,22.083273,8.834586
2013-10-31,sz.000876,11.5800,13.7200,11.3500,11.8200,322452263,30.019871,2.072539
2013-11-29,sz.000876,12.0000,13.1600,11.8000,12.9600,184545839,17.180969,9.644670
2013-12-31,sz.000876,12.7400,15.4000,12.3400,14.3300,323340167,30.102534,10.570988
2014-01-30,sz.000876,14.2100,14.9000,11.5800,11.7500,162681051,15.145387,-18.004187
2014-02-28,sz.000876,11.7500,12.8500,10.8200,11.2800,154666377,14.399231,-4.000000
2014-03-31,sz.000876,11.2600,12.3600,10.8600,11.7100,175925612,16.378437,3.812057
2014-04-30,sz.000876,11.7800,13.2400,11.5500,12.0400,159776140,14.874943,2.818104
2014-05-30,sz.000876,11.9100,12.7700,11.6700,12.0600,92409746,8.603223,0.166113
2014-06-30,sz.000876,12.0900,12.1800,11.0900,11.2900,82671936,7.696646,-4.368911
2014-07-31,sz.000876,11.3100,13.7200,11.3100,13.6200,181805328,16.925831,20.637733
2014-08-29,sz.000876,13.5800,15.1800,13.3300,14.1400,163133302,15.187491,3.817915
2014-09-30,sz.000876,14.1500,14.7500,13.4200,14.3000,206526527,19.227341,1.131542
2014-10-31,sz.000876,14.3900,14.4500,12.9900,13.7000,118571397,11.038837,-4.195804
2014-11-28,sz.000876,13.6900,14.6800,13.0500,14.6000,437497796,28.485033,6.569343
2014-12-31,sz.000876,14.6600,16.2500,13.7100,14.0000,1020066197,59.021092,-4.109589
