date,code,open,high,low,close,volume,turn,pctChg
2012-07-31,sz.300207,14.0600,14.4700,10.7800,10.8300,26405464,35.079282,-22.972973
2012-08-31,sz.300207,10.7000,13.8400,10.5400,12.6500,37650829,50.018589,16.805171
2012-09-28,sz.300207,12.6200,14.9700,11.8100,12.7200,83886828,111.442453,0.553360
2012-10-31,sz.300207,12.8000,13.1200,11.8800,12.0000,19182598,25.483808,-5.660377
2012-11-30,sz.300207,12.1700,12.4500,10.3200,10.7400,12513803,16.624409,-10.500000
2012-12-31,sz.300207,10.5900,13.0100,10.0000,12.6500,44089237,58.571922,17.783985
2013-01-31,sz.300207,12.6600,13.7300,11.7000,12.4500,25670827,34.103327,-1.581028
2013-02-28,sz.300207,12.3900,14.2300,11.6000,13.6600,23347805,31.017226,9.718876
2013-03-29,sz.300207,13.5100,15.7900,12.6800,14.9600,55394633,73.590979,9.516837
2013-04-26,sz.300207,14.9000,18.0600,13.3600,16.9900,74053876,98.379517,13.569519
2013-05-31,sz.300207,16.5200,21.5000,16.4000,17.4000,148210051,196.166174,2.997734
2013-06-28,sz.300207,17.3000,21.3000,15.9000,17.7000,97921136,129.286145,1.724138
2013-07-31,sz.300207,17.7100,23.3000,17.4000,19.7800,154475189,203.954963,11.751412
2013-08-30,sz.300207,19.7800,27.4800,19.5800,24.1800,132782294,175.313641,22.244692
2013-09-30,sz.300207,23.9000,28.6300,23.5100,26.3500,70717413,93.368828,8.974359
2013-10-31,sz.300207,26.2500,27.5000,17.7600,17.9500,65754841,86.816700,-31.878558
2013-11-29,sz.300207,17.9800,23.1800,16.8600,22.6900,75393340,99.542496,26.406685
2013-12-31,sz.300207,21.4100,24.2800,19.3100,21.9500,55775329,73.628301,-3.261349
2014-01-30,sz.300207,22.0200,25.2500,20.7200,24.5800,74768875,98.136655,11.981777
2014-02-28,sz.300207,24.1000,27.3800,22.0800,23.9400,57356223,75.281966,-2.603743
2014-03-31,sz.300207,23.9000,24.5300,20.0400,22.3200,54720541,71.822545,-6.766917
2014-04-30,sz.300207,22.4000,26.7000,22.0100,25.2200,55354960,72.655241,12.992832
2014-05-30,sz.300207,25.2000,27.5800,23.0000,27.2000,65547684,40.337195,8.079313
2014-06-30,sz.300207,27.0100,30.0200,26.6000,29.2000,85596536,60.360373,7.352941
2014-07-31,sz.300207,29.3500,31.3500,27.4900,30.9400,85454136,63.263392,5.958904
2014-08-29,sz.300207,31.5700,36.2500,29.8600,34.1900,76724593,56.800738,10.504202
2014-09-30,sz.300207,34.1000,34.1000,32.2000,32.9300,17592792,13.024293,-3.685288
2014-10-31,sz.300207,32.9300,36.0000,28.5800,28.8400,65843383,48.745163,-12.420285
2014-11-28,sz.300207,28.9000,32.3600,26.1500,31.1800,83364096,61.716094,8.113731
2014-12-31,sz.300207,31.3500,31.3500,23.5400,25.7100,102136718,75.606254,-17.543297
2015-01-30,sz.300207,25.7200,36.1500,24.3400,33.9200,107342769,78.942000,31.933100
2015-02-27,sz.300207,33.6000,40.2000,31.0100,37.2700,44240215,32.322753,9.876179
2015-03-31,sz.300207,37.3100,54.8800,35.0000,47.3900,139018167,100.872458,27.153206
2015-04-30,sz.300207,47.4000,55.5100,17.6300,18.8200,193898582,114.066342,-0.513166
2015-05-29,sz.300207,19.1100,30.3500,19.0800,25.9100,524417306,123.580745,37.672689
2015-06-30,sz.300207,25.9300,33.3000,18.8100,24.2200,565902261,131.173061,-6.522578
2015-07-31,sz.300207,24.2000,28.3800,20.0700,22.3500,351401701,80.743092,-7.720892
2015-08-31,sz.300207,22.0200,27.6900,17.5000,21.2900,362320994,83.252066,-4.742729
2015-09-30,sz.300207,21.1700,25.9800,17.5100,24.9800,198483461,45.606405,17.332081
2015-10-30,sz.300207,25.7500,29.6000,23.7700,28.5000,271350337,62.349343,14.091273
2015-11-30,sz.300207,27.9100,30.9800,25.6600,27.7000,405083030,94.235769,-2.807018
2015-12-31,sz.300207,27.3700,30.0000,25.2100,28.1000,235441754,56.065622,1.444043
2016-01-29,sz.300207,28.0000,28.0800,18.8700,20.3300,176251587,41.975594,-27.651246
2016-02-29,sz.300207,20.3900,25.5000,19.5000,21.2200,260095517,60.912117,4.377767
2016-03-31,sz.300207,21.1500,27.2300,20.3000,26.3200,328649346,76.876562,24.033930
2016-04-29,sz.300207,26.9700,28.3000,24.3600,24.9400,202297096,47.320664,-5.243161
2016-05-31,sz.300207,25.0100,26.2300,21.3800,23.2800,171840059,40.154105,-6.413312
