date,code,open,high,low,close,volume,turn,pctChg
2020-04-30,sh.603392,12.6000,13.8600,12.6000,13.8600,173024,0.396800,58.400000
2020-05-29,sh.603392,15.2500,77.1100,15.2500,77.1100,2189117,5.020900,456.349206
2020-06-30,sh.603392,84.8200,175.0000,84.8200,165.0000,161674800,370.813800,113.980029
2020-07-31,sh.603392,166.6100,267.4100,156.0000,262.7100,121333122,278.287300,59.218182
2020-08-31,sh.603392,256.0000,296.8000,191.5700,217.5300,62398540,143.116200,-17.197670
2020-09-30,sh.603392,217.5400,225.5000,166.0000,184.6000,34141027,78.305200,-15.138142
2020-10-30,sh.603392,187.3400,205.9800,168.0900,192.5000,19654453,45.078900,4.279523
2020-11-30,sh.603392,192.9600,217.9000,168.8000,169.5000,19939484,45.732800,-11.948052
2020-12-31,sh.603392,169.8100,211.9900,169.0000,201.5300,31513512,72.278700,18.896755
2021-01-29,sh.603392,204.8700,341.8800,204.0000,324.0000,45040823,103.304700,60.770109
2021-02-26,sh.603392,325.0000,344.7000,243.2400,249.5900,26704866,61.249800,-22.966049
2021-03-31,sh.603392,253.0100,255.6700,202.7100,242.6000,29005656,66.526700,-2.800593
2021-04-30,sh.603392,245.0000,322.2100,240.7100,308.1400,26857693,56.078700,27.015700
2021-05-31,sh.603392,301.0000,334.4800,211.3500,227.0000,26564305,20.566700,3.213300
2021-06-30,sh.603392,227.2000,265.0000,223.0100,259.1800,32397295,21.481400,14.176200
2021-07-30,sh.603392,257.0000,287.0000,242.9900,274.1000,27311141,18.109100,5.756600
2021-08-31,sh.603392,271.4000,299.7700,218.6500,232.5900,39009467,25.865900,-15.144100
2021-09-30,sh.603392,230.1100,231.8300,171.8900,222.0000,45482199,30.157700,-4.553100
2021-10-29,sh.603392,216.0500,251.6000,207.5000,221.2300,22198253,14.718800,-0.346800
2021-11-30,sh.603392,221.9800,263.0000,203.8100,250.5000,36257134,24.041000,13.230600
2021-12-31,sh.603392,245.9900,251.5000,216.7800,221.5000,28337705,18.789700,-11.576800
2022-01-28,sh.603392,221.0000,244.2600,195.0000,223.9400,35046592,23.238300,1.101600
2022-02-28,sh.603392,226.0800,256.4700,201.0800,251.8000,24040798,15.940600,12.440800
2022-03-31,sh.603392,251.6000,289.9900,236.8000,278.0000,35667479,23.650000,10.405100
2022-04-29,sh.603392,277.0000,292.0800,150.3000,161.4000,38111950,21.600200,-15.749300
2022-05-31,sh.603392,161.9900,180.0000,123.8800,127.3900,56939158,26.037600,-21.071900
2022-06-30,sh.603392,126.7100,157.8800,124.0500,155.3000,84223973,38.514600,21.909100
2022-07-29,sh.603392,156.4400,165.5000,135.3000,135.3400,53697032,24.555200,-12.852500
2022-08-31,sh.603392,135.0000,141.5800,123.6000,127.6500,53136024,24.298500,-5.682000
2022-09-30,sh.603392,127.6600,133.9600,110.1000,114.4000,54598343,24.967200,-10.379900
2022-10-31,sh.603392,115.2900,134.5000,106.4200,125.5200,62114475,28.404200,9.720300
2022-11-30,sh.603392,126.5000,164.8000,120.5000,162.8100,111243021,50.870200,29.708400
2022-12-30,sh.603392,162.8200,165.5900,121.2800,126.7000,79694206,36.443200,-22.179200
2023-01-31,sh.603392,126.3800,144.5000,124.5000,134.0700,35328232,15.406100,5.816900
2023-02-28,sh.603392,134.0700,135.9700,124.8800,126.8000,29091808,12.023500,-5.422500
2023-03-31,sh.603392,126.6500,131.9300,112.9000,116.1500,39913854,16.496300,-8.399100
2023-04-28,sh.603392,116.5000,121.8500,104.0400,104.9300,37079005,15.324700,-9.659900
2023-05-31,sh.603392,105.8900,105.8900,91.0100,93.0000,35396775,3.917700,-11.369500
2023-06-30,sh.603392,93.0000,94.9500,59.5900,66.7700,95973754,7.721900,1.575900
