date,code,open,high,low,close,volume,turn,pctChg
2012-07-31,sh.600309,13.4900,13.8000,12.6000,13.1000,143662299,6.643851,-1.872659
2012-08-31,sh.600309,13.1400,13.6000,12.3300,12.5600,140441682,6.494909,-4.122137
2012-09-28,sh.600309,12.5700,14.0700,12.5600,13.8400,188200408,8.703574,10.191083
2012-10-31,sh.600309,14.0000,14.6900,13.2300,13.6900,221534749,10.245164,-1.083815
2012-11-30,sh.600309,13.6900,14.0500,12.6000,12.9900,136744364,6.323922,-5.113221
2012-12-31,sh.600309,12.9500,15.6800,12.8100,15.6100,213653482,9.880685,20.169361
2013-01-31,sh.600309,15.6600,16.7500,15.0000,16.5900,252980386,11.699409,6.278027
2013-02-28,sh.600309,16.5400,18.0600,16.2900,17.2800,182421898,8.436339,4.159132
2013-03-29,sh.600309,17.2500,18.6700,15.7900,18.1900,253971705,11.745254,5.266204
2013-04-26,sh.600309,18.0000,19.7300,17.4500,18.5900,228306533,10.558335,2.199010
2013-05-31,sh.600309,18.6000,19.0200,17.5900,17.6100,291514766,13.481482,-1.616202
2013-06-28,sh.600309,17.6100,17.6800,14.9500,16.0200,204552908,9.459817,-9.028961
2013-07-31,sh.600309,16.2700,17.5100,14.9000,15.7000,242114928,11.196922,-1.997503
2013-08-30,sh.600309,15.6600,18.5000,15.5000,16.8800,347849265,16.086745,7.515924
2013-09-30,sh.600309,16.9500,17.4700,16.0100,16.2500,234804573,10.858845,-3.732227
2013-10-31,sh.600309,16.2200,17.6800,16.0500,17.4700,282332768,13.056848,7.507692
2013-11-29,sh.600309,17.4900,20.1800,17.0900,19.8400,310786333,14.372721,13.566113
2013-12-31,sh.600309,19.5200,21.2100,18.8400,20.7000,297001149,13.735207,4.334677
2014-01-30,sh.600309,20.6500,20.8800,17.8500,19.7800,185240420,8.566686,-4.444444
2014-02-28,sh.600309,19.5000,20.4500,16.6100,17.5200,235851659,10.907269,-11.425683
2014-03-31,sh.600309,17.5000,17.7800,16.0700,17.4700,203844394,9.427051,-0.285388
2014-04-30,sh.600309,17.5100,18.4000,16.0000,16.4700,208331861,9.634580,-5.724098
2014-05-30,sh.600309,16.4000,17.0600,15.9400,16.8500,113355947,5.242294,2.307225
2014-06-30,sh.600309,16.7400,16.9500,14.6600,15.1600,156332859,7.229818,-6.083607
