date,code,open,high,low,close,volume,turn,pctChg
2012-07-31,sz.002142,10.0300,10.6900,9.3900,10.1600,384358709,15.476306,1.803607
2012-08-31,sz.002142,10.1000,10.3500,9.3200,9.5800,260086140,10.472438,-5.708661
2012-09-28,sz.002142,9.5600,9.8700,8.6800,9.0500,213958444,8.615094,-5.532359
2012-10-31,sz.002142,9.0600,9.3000,8.7400,8.9500,132209487,5.323450,-1.104972
2012-11-30,sz.002142,8.9700,9.2900,8.6800,8.7200,134921787,5.432662,-2.569832
2012-12-31,sz.002142,8.7300,10.6600,8.1300,10.6600,402076034,16.189404,22.247706
2013-01-31,sz.002142,10.7400,12.5900,10.0000,12.2600,528929881,21.290406,15.009381
2013-02-28,sz.002142,12.1600,12.7900,10.7800,11.7000,406600136,16.366407,-4.567700
2013-03-29,sz.002142,11.6700,11.7500,10.4300,10.5900,415259056,16.714945,-9.487179
2013-04-26,sz.002142,10.5900,10.8500,9.9900,10.1800,199588074,8.033789,-3.871577
2013-05-31,sz.002142,10.1000,10.9800,9.9900,10.6000,338715913,13.633942,4.125737
2013-06-28,sz.002142,10.5300,10.7000,7.5100,8.4700,268751848,10.817759,-20.094340
2013-07-31,sz.002142,8.4000,9.1200,7.8400,8.0300,345580473,13.892917,-2.486085
2013-08-30,sz.002142,8.0400,8.9800,8.0300,8.6300,374191570,15.043131,7.471980
2013-09-30,sz.002142,8.6800,9.9900,8.5500,8.8600,494798988,19.891752,2.665122
2013-10-31,sz.002142,8.8500,9.8900,8.7600,9.2000,400718141,15.067095,3.837472
2013-11-29,sz.002142,9.2000,9.3300,8.6300,9.1900,312897337,10.897492,-0.108696
2013-12-31,sz.002142,9.1500,9.6500,8.9000,9.2300,326949658,11.386901,0.435256
2014-01-30,sz.002142,9.1900,9.2000,8.5300,8.8300,156557366,5.452531,-4.333694
2014-02-28,sz.002142,8.7900,9.7200,8.5900,8.8400,288366506,10.043139,0.113250
2014-03-31,sz.002142,8.8300,8.9800,8.4200,8.8600,232656554,8.102890,0.226244
2014-04-30,sz.002142,8.8300,9.2700,8.7800,8.9800,210616070,7.335271,1.354402
2014-05-30,sz.002142,8.9700,9.2800,8.8300,9.0600,148341811,5.166403,0.890869
2014-06-30,sz.002142,9.0600,9.2800,8.8800,9.2000,158893402,5.533760,1.545254
2014-07-31,sz.002142,9.1900,10.1800,8.6600,10.0500,343151636,11.946447,14.261619
2014-08-29,sz.002142,10.0100,10.1600,9.3900,9.4700,247636010,8.621175,-5.771144
2014-09-30,sz.002142,9.4800,10.3400,9.4300,10.2800,357241154,12.436889,8.553326
2014-10-31,sz.002142,10.2900,11.6400,9.8100,11.4900,499000681,17.371551,11.770428
2014-11-28,sz.002142,11.4000,13.6100,10.7500,13.6100,1129125809,39.307895,18.450827
2014-12-31,sz.002142,13.5500,16.4900,12.4000,15.7300,2378438014,82.799801,15.576782
2015-01-30,sz.002142,15.7600,15.9900,13.3500,13.8900,1057077616,36.799704,-11.697394
2015-02-27,sz.002142,13.6000,15.0700,13.3800,14.7000,684754769,23.838148,5.831533
2015-03-31,sz.002142,14.8000,18.9200,13.8600,17.8500,2650727067,92.278912,21.428571
2015-04-30,sz.002142,17.7400,21.5300,17.6000,19.4100,2246765902,78.215942,8.739496
2015-05-29,sz.002142,19.3700,21.1000,17.5700,18.8900,1483232981,51.635315,-2.679031
2015-06-30,sz.002142,19.0000,24.3800,17.6500,21.1500,2123256797,73.911910,11.964002
2015-07-31,sz.002142,20.7000,21.7500,12.6500,13.1600,1998663860,64.909273,-23.668180
2015-08-31,sz.002142,12.9600,14.0700,9.8100,12.4700,1139268142,33.020929,-5.243161
2015-09-30,sz.002142,12.0200,12.6100,10.9900,11.2400,736727317,21.353551,-9.863673
2015-10-30,sz.002142,11.5600,13.6100,11.4400,13.0000,604750953,17.528304,15.658363
2015-11-30,sz.002142,13.0000,16.1600,12.6900,14.3000,1198160021,34.727871,10.000000
2015-12-31,sz.002142,14.2800,16.8600,13.5600,15.5100,1243416724,36.039583,8.461538
2016-01-29,sz.002142,15.5000,15.5800,11.5100,12.1300,590123425,17.103736,-21.792392
2016-02-29,sz.002142,12.0600,13.1400,11.5200,11.9500,303621917,8.799971,-1.483924
2016-03-31,sz.002142,12.0000,14.1100,11.9800,13.4700,628439034,18.214249,12.719665
2016-04-29,sz.002142,13.4200,14.4300,13.1700,14.0200,438425969,12.707040,4.083148
2016-05-31,sz.002142,14.0900,14.9500,13.7100,14.9000,339837940,9.849631,6.276748
2016-06-30,sz.002142,14.8200,14.9500,14.1200,14.7800,220627461,6.394310,-0.805369
2016-07-29,sz.002142,14.7500,16.1000,14.7300,15.4200,338619283,9.808053,7.481087
2016-08-31,sz.002142,15.3700,18.0100,15.1600,16.7000,1090263374,31.579303,8.300908
2016-09-30,sz.002142,16.7100,16.8300,15.1800,15.6500,369205063,10.693965,-6.287425
2016-10-31,sz.002142,15.6800,17.3700,15.5100,16.7900,302212706,8.753542,7.284345
2016-11-30,sz.002142,16.7700,18.7400,16.5300,17.5300,537646625,15.572848,4.407385
2016-12-30,sz.002142,17.6000,18.4800,16.1200,16.6400,423970027,12.280224,-5.077011
2017-01-26,sz.002142,16.7800,18.0200,16.7500,17.7500,235689451,6.826707,6.670673
2017-02-28,sz.002142,17.7500,18.9600,17.3000,18.8300,299458805,8.673776,6.084507
2017-03-31,sz.002142,18.7500,18.9600,17.5100,18.4200,300366883,8.700078,-2.177377
2017-04-28,sz.002142,18.3700,18.4100,16.3500,17.6100,367036495,10.631153,-4.397394
2017-05-31,sz.002142,17.5000,18.6000,16.3100,18.4500,395518682,11.456135,4.770017
2017-06-30,sz.002142,18.3600,20.1800,17.4500,19.3000,532806776,15.432216,4.607046
2017-07-31,sz.002142,19.2400,20.0500,14.5300,15.8100,631943992,14.920087,8.472641
2017-08-31,sz.002142,15.7200,16.5500,14.9800,15.9100,559016707,12.426140,0.632511
2017-09-29,sz.002142,15.8600,16.6000,15.6600,15.7800,397173188,8.828590,-0.817096
2017-10-31,sz.002142,16.2000,17.5000,16.0200,17.1500,386781428,8.597597,8.681876
2017-11-30,sz.002142,17.0900,19.2300,16.4100,18.3800,658470844,14.636863,7.172012
2017-12-29,sz.002142,18.2600,18.2900,16.8800,17.8100,428115807,9.516401,-3.101197
2018-01-31,sz.002142,17.8100,20.9600,17.5100,20.0500,606272178,13.476561,12.577204
2018-02-28,sz.002142,20.1100,22.3000,18.2600,20.2800,467524654,10.411200,1.147132
2018-03-30,sz.002142,20.1000,20.7800,17.9000,19.0300,499410603,11.121381,-6.163708
2018-04-27,sz.002142,18.9600,19.6800,17.4100,18.1100,346950246,7.726240,-4.834472
2018-05-31,sz.002142,18.1800,18.5800,16.3900,17.0200,390040478,8.685817,-6.018774
2018-06-29,sz.002142,16.9200,17.8000,15.9000,16.2900,278199622,6.195225,-4.289072
2018-07-31,sz.002142,16.3300,17.6100,15.8900,17.4300,356035032,7.928459,9.640088
2018-08-31,sz.002142,17.4700,17.6800,15.2000,16.7800,439218567,9.780937,-3.729203
2018-09-28,sz.002142,16.6800,18.1500,15.8400,17.7600,231549728,5.048748,5.840286
2018-10-31,sz.002142,17.4000,17.9200,16.1500,17.6100,394321931,8.515529,-0.844595
2018-11-30,sz.002142,17.7700,18.2700,16.5600,16.9100,485797530,10.490978,-3.975014
2018-12-28,sz.002142,17.1800,17.4000,15.3800,16.2200,310834818,6.712595,-4.080426
2019-01-31,sz.002142,16.2200,17.5700,15.9300,17.4500,228764109,4.940245,7.583231
2019-02-28,sz.002142,17.4700,19.7300,17.3600,19.3000,305517808,6.597770,10.601719
2019-03-29,sz.002142,19.3600,21.2900,18.4100,21.2400,508992279,10.991876,10.051813
2019-04-30,sz.002142,21.1000,24.5900,21.0900,22.9000,483252938,10.435518,7.815443
2019-05-31,sz.002142,22.5000,23.5900,21.0200,23.2000,331278493,7.153734,1.310044
2019-06-28,sz.002142,23.2000,24.4800,21.8600,24.2400,325936073,7.038368,4.482759
2019-07-31,sz.002142,24.6300,25.0000,21.9500,23.5900,449619967,9.379700,-0.976420
2019-08-30,sz.002142,23.6000,23.6900,21.8300,22.8400,455354453,9.217600,-3.179313
2019-09-30,sz.002142,22.9100,26.3000,22.8400,25.2100,409315372,8.104400,10.376532
2019-10-31,sz.002142,25.0000,28.4400,24.8600,27.0100,379515920,6.750800,7.140024
